state,switch,mode,margin,n,level,stat,p,pm
SD,no switch,crop introduction,producer's accuracy,703343,state,mean,0.9359369911725225,0.9221725825121913
SD,overall,crop discontinuation,user's accuracy,757304,state,mean,0.8733572591914266,0.9221725825121913
SD,overall,crop discontinuation,producer's accuracy,757304,state,mean,0.8701386897405827,0.9221725825121913
SD,overall,crop introduction,user's accuracy,757304,state,mean,0.8825966904731479,0.9221725825121913
SD,overall,crop introduction,producer's accuracy,757304,state,mean,0.8788899807117674,0.9221725825121913
SD,switch,crop discontinuation,user's accuracy,62071,state,median,0.9196775067370382,0.9221725825121913
SD,switch,crop discontinuation,producer's accuracy,62071,state,median,0.9006769577470589,0.9221725825121913
SD,switch,crop introduction,user's accuracy,53961,state,median,0.905640854796092,0.9221725825121913
SD,switch,crop introduction,producer's accuracy,53961,state,median,0.8814983085024087,0.9221725825121913
SD,no switch,crop discontinuation,user's accuracy,695233,state,median,0.9664168593999438,0.9221725825121913
SD,no switch,crop discontinuation,producer's accuracy,695233,state,median,0.961956482532681,0.9221725825121913
SD,no switch,crop introduction,user's accuracy,703343,state,median,0.9662324531812829,0.9221725825121913
SD,no switch,crop introduction,producer's accuracy,703343,state,median,0.961956482532681,0.9221725825121913
SD,overall,crop discontinuation,user's accuracy,757304,state,median,0.966163189434939,0.9221725825121913
SD,overall,crop discontinuation,producer's accuracy,757304,state,median,0.9605959112134179,0.9221725825121913
SD,overall,crop introduction,user's accuracy,757304,state,median,0.9661129007497551,0.9221725825121913
SD,overall,crop introduction,producer's accuracy,757304,state,median,0.9598332721540515,0.9221725825121913
IN,switch,crop discontinuation,user's accuracy,17202,state,mean,0.8789597020788003,0.9278735032612366
IN,switch,crop discontinuation,producer's accuracy,17202,state,mean,0.8216028605668186,0.9278735032612366
IN,switch,crop introduction,user's accuracy,15210,state,mean,0.8744577530247852,0.9278735032612366
IN,switch,crop introduction,producer's accuracy,15210,state,mean,0.8101993766250438,0.9278735032612366
IN,no switch,crop discontinuation,user's accuracy,695006,state,mean,0.9811298928264417,0.9278735032612366
IN,no switch,crop discontinuation,producer's accuracy,695006,state,mean,0.9498680304377753,0.9278735032612366
IN,no switch,crop introduction,user's accuracy,696998,state,mean,0.9805645733321746,0.9278735032612366
IN,no switch,crop introduction,producer's accuracy,696998,state,mean,0.9487939314781494,0.9278735032612366
IN,overall,crop discontinuation,user's accuracy,712208,state,mean,0.9603561003226293,0.9278735032612366
IN,overall,crop discontinuation,producer's accuracy,712208,state,mean,0.9312346504882908,0.9278735032612366
IN,overall,crop introduction,user's accuracy,712208,state,mean,0.9623046133431122,0.9278735032612366
IN,overall,crop introduction,producer's accuracy,712208,state,mean,0.9325847787920677,0.9278735032612366
IN,switch,crop discontinuation,user's accuracy,17202,state,median,0.9076514337457036,0.9278735032612366
IN,switch,crop discontinuation,producer's accuracy,17202,state,median,0.8585429080514493,0.9278735032612366
IN,switch,crop introduction,user's accuracy,15210,state,median,0.888508524624982,0.9278735032612366
IN,switch,crop introduction,producer's accuracy,15210,state,median,0.8468216771201662,0.9278735032612366
IN,no switch,crop discontinuation,user's accuracy,695006,state,median,0.9857453851505076,0.9278735032612366
IN,no switch,crop discontinuation,producer's accuracy,695006,state,median,0.9487355831660884,0.9278735032612366
IN,no switch,crop introduction,user's accuracy,696998,state,median,0.9853123739912243,0.9278735032612366
IN,no switch,crop introduction,producer's accuracy,696998,state,median,0.9483397312388845,0.9278735032612366
IN,overall,crop discontinuation,user's accuracy,712208,state,median,0.9853512714639575,0.9278735032612366
IN,overall,crop discontinuation,producer's accuracy,712208,state,median,0.9483397312388845,0.9278735032612366
IN,overall,crop introduction,user's accuracy,712208,state,median,0.9852541325343424,0.9278735032612366
IN,overall,crop introduction,producer's accuracy,712208,state,median,0.9483050626274009,0.9278735032612366
OH,switch,crop discontinuation,user's accuracy,26475,state,mean,0.899578423978405,0.9329862558792399
OH,switch,crop discontinuation,producer's accuracy,26475,state,mean,0.8633589808644552,0.9329862558792399
OH,switch,crop introduction,user's accuracy,16711,state,mean,0.8850580398895144,0.9329862558792399
OH,switch,crop introduction,producer's accuracy,16711,state,mean,0.8432271690070029,0.9329862558792399
OH,no switch,crop discontinuation,user's accuracy,505821,state,mean,0.9745848888071714,0.9329862558792399
OH,no switch,crop discontinuation,producer's accuracy,505821,state,mean,0.9452814510447427,0.9329862558792399
OH,no switch,crop introduction,user's accuracy,515585,state,mean,0.9747591292433821,0.9329862558792399
OH,no switch,crop introduction,producer's accuracy,515585,state,mean,0.9451038311769614,0.9329862558792399
OH,overall,crop discontinuation,user's accuracy,532296,state,mean,0.9311063097722012,0.9329862558792399
OH,overall,crop discontinuation,producer's accuracy,532296,state,mean,0.9050618073976054,0.9329862558792399
OH,overall,crop introduction,user's accuracy,532296,state,mean,0.9477658685136767,0.9329862558792399
OH,overall,crop introduction,producer's accuracy,532296,state,mean,0.9203548205812132,0.9329862558792399
OH,switch,crop discontinuation,user's accuracy,26475,state,median,0.9279071028196456,0.9329862558792399
OH,switch,crop discontinuation,producer's accuracy,26475,state,median,0.9123983884920912,0.9329862558792399
OH,switch,crop introduction,user's accuracy,16711,state,median,0.9153230865998094,0.9329862558792399
OH,switch,crop introduction,producer's accuracy,16711,state,median,0.8686384239939138,0.9329862558792399
OH,no switch,crop discontinuation,user's accuracy,505821,state,median,0.9841156902349885,0.9329862558792399
OH,no switch,crop discontinuation,producer's accuracy,505821,state,median,0.9495075239220198,0.9329862558792399
OH,no switch,crop introduction,user's accuracy,515585,state,median,0.9840142782204809,0.9329862558792399
OH,no switch,crop introduction,producer's accuracy,515585,state,median,0.9493558648031154,0.9329862558792399
OH,overall,crop discontinuation,user's accuracy,532296,state,median,0.9832546459757058,0.9329862558792399
OH,overall,crop discontinuation,producer's accuracy,532296,state,median,0.9492387726033604,0.9329862558792399
OH,overall,crop introduction,user's accuracy,532296,state,median,0.9834368705569343,0.9329862558792399
OH,overall,crop introduction,producer's accuracy,532296,state,median,0.9492387726033604,0.9329862558792399
NE,switch,crop discontinuation,user's accuracy,34898,state,mean,0.9045111633322002,0.9380599207740812
NE,switch,crop discontinuation,producer's accuracy,34898,state,mean,0.8529720343355526,0.9380599207740812
NE,switch,crop introduction,user's accuracy,40843,state,mean,0.8989945681814031,0.9380599207740812
NE,switch,crop introduction,producer's accuracy,40843,state,mean,0.8444114466811851,0.9380599207740812
NE,no switch,crop discontinuation,user's accuracy,1012270,state,mean,0.9700012696514168,0.9380599207740812
NE,no switch,crop discontinuation,producer's accuracy,1012270,state,mean,0.9554391098158312,0.9380599207740812
NE,no switch,crop introduction,user's accuracy,1006325,state,mean,0.9701295100771024,0.9380599207740812
NE,no switch,crop introduction,producer's accuracy,1006325,state,mean,0.9550710275075277,0.9380599207740812
NE,overall,crop discontinuation,user's accuracy,1047168,state,mean,0.9408572021414601,0.9380599207740812
NE,overall,crop discontinuation,producer's accuracy,1047168,state,mean,0.9284979388589318,0.9380599207740812
NE,overall,crop introduction,user's accuracy,1047168,state,mean,0.9362308092685404,0.9380599207740812
NE,overall,crop introduction,producer's accuracy,1047168,state,mean,0.9238885785659217,0.9380599207740812
NE,switch,crop discontinuation,user's accuracy,34898,state,median,0.9141646690465156,0.9380599207740812
NE,switch,crop discontinuation,producer's accuracy,34898,state,median,0.909371785343487,0.9380599207740812
NE,switch,crop introduction,user's accuracy,40843,state,median,0.905767353933266,0.9380599207740812
NE,switch,crop introduction,producer's accuracy,40843,state,median,0.8894117318207114,0.9380599207740812
NE,no switch,crop discontinuation,user's accuracy,1012270,state,median,0.9837731585860168,0.9380599207740812
NE,no switch,crop discontinuation,producer's accuracy,1012270,state,median,0.9700403563444182,0.9380599207740812
NE,no switch,crop introduction,user's accuracy,1006325,state,median,0.9837731585860168,0.9380599207740812
NE,no switch,crop introduction,producer's accuracy,1006325,state,median,0.9699717007302893,0.9380599207740812
NE,overall,crop discontinuation,user's accuracy,1047168,state,median,0.9837566595180849,0.9380599207740812
NE,overall,crop discontinuation,producer's accuracy,1047168,state,median,0.9695268958748121,0.9380599207740812
NE,overall,crop introduction,user's accuracy,1047168,state,median,0.9837566595180849,0.9380599207740812
NE,overall,crop introduction,producer's accuracy,1047168,state,median,0.9691193108591719,0.9380599207740812
Heartland,switch,crop discontinuation,user's accuracy,142185,region,mean,0.8964471960093012,0.9388582642142017
Heartland,switch,crop discontinuation,producer's accuracy,142185,region,mean,0.8501400513424874,0.9388582642142017
Heartland,switch,crop introduction,user's accuracy,123259,region,mean,0.8933153561015619,0.9388582642142017
Heartland,switch,crop introduction,producer's accuracy,123259,region,mean,0.8518431824536578,0.9388582642142017
Heartland,no switch,crop discontinuation,user's accuracy,5866527,region,mean,0.9799261659477013,0.9388582642142017
Heartland,no switch,crop discontinuation,producer's accuracy,5866527,region,mean,0.9543779920681079,0.9388582642142017
Heartland,no switch,crop introduction,user's accuracy,5885453,region,mean,0.9788155150063504,0.9388582642142017
Heartland,no switch,crop introduction,producer's accuracy,5885453,region,mean,0.9529390521525329,0.9388582642142017
Heartland,overall,crop discontinuation,user's accuracy,6008712,region,mean,0.9591884194106999,0.9388582642142017
Heartland,overall,crop discontinuation,producer's accuracy,6008712,region,mean,0.9353405680740294,0.9388582642142017
Heartland,overall,crop introduction,user's accuracy,6008712,region,mean,0.96092516195865,0.9388582642142017
Heartland,overall,crop introduction,producer's accuracy,6008712,region,mean,0.936430247361223,0.9388582642142017
Heartland,switch,crop discontinuation,user's accuracy,142185,region,median,0.9144927147507446,0.9388582642142017
Heartland,switch,crop discontinuation,producer's accuracy,142185,region,median,0.8982541486696486,0.9388582642142017
Heartland,switch,crop introduction,user's accuracy,123259,region,median,0.9108356374476648,0.9388582642142017
Heartland,switch,crop introduction,producer's accuracy,123259,region,median,0.8905848665050032,0.9388582642142017
Heartland,no switch,crop discontinuation,user's accuracy,5866527,region,median,0.9861842373290386,0.9388582642142017
Heartland,no switch,crop discontinuation,producer's accuracy,5866527,region,median,0.9570788970928997,0.9388582642142017
Heartland,no switch,crop introduction,user's accuracy,5885453,region,median,0.9858399066169946,0.9388582642142017
Heartland,no switch,crop introduction,producer's accuracy,5885453,region,median,0.9566893699440316,0.9388582642142017
Heartland,overall,crop discontinuation,user's accuracy,6008712,region,median,0.9857984496730166,0.9388582642142017
Heartland,overall,crop discontinuation,producer's accuracy,6008712,region,median,0.9566893699440316,0.9388582642142017
Heartland,overall,crop introduction,user's accuracy,6008712,region,median,0.9855689817047686,0.9388582642142017
Heartland,overall,crop introduction,producer's accuracy,6008712,region,median,0.9548928535766946,0.9388582642142017
IL,switch,crop discontinuation,user's accuracy,22792,state,mean,0.8972673769603874,0.9410599777030123
IL,switch,crop discontinuation,producer's accuracy,22792,state,mean,0.8459026900158825,0.9410599777030123
IL,switch,crop introduction,user's accuracy,22712,state,mean,0.8950695949390381,0.9410599777030123
IL,switch,crop introduction,producer's accuracy,22712,state,mean,0.8592491902846991,0.9410599777030123
IL,no switch,crop discontinuation,user's accuracy,1331648,state,mean,0.985597762069401,0.9410599777030123
IL,no switch,crop discontinuation,producer's accuracy,1331648,state,mean,0.9540182708376317,0.9410599777030123
IL,no switch,crop introduction,user's accuracy,1331728,state,mean,0.9850497643254228,0.9410599777030123
IL,no switch,crop introduction,producer's accuracy,1331728,state,mean,0.9530878110123299,0.9410599777030123
IL,overall,crop discontinuation,user's accuracy,1354440,state,mean,0.9707412440628668,0.9410599777030123
IL,overall,crop discontinuation,producer's accuracy,1354440,state,mean,0.9405575058427305,0.9410599777030123
IL,overall,crop introduction,user's accuracy,1354440,state,mean,0.9702914355049379,0.9410599777030123
IL,overall,crop introduction,producer's accuracy,1354440,state,mean,0.9394660943076524,0.9410599777030123
IL,switch,crop discontinuation,user's accuracy,22792,state,median,0.9179244276845562,0.9410599777030123
IL,switch,crop discontinuation,producer's accuracy,22792,state,median,0.9015444493538038,0.9410599777030123
IL,switch,crop introduction,user's accuracy,22712,state,median,0.9070041154397284,0.9410599777030123
IL,switch,crop introduction,producer's accuracy,22712,state,median,0.9015444493538038,0.9410599777030123
IL,no switch,crop discontinuation,user's accuracy,1331648,state,median,0.9891683189714988,0.9410599777030123
IL,no switch,crop discontinuation,producer's accuracy,1331648,state,median,0.9531683955836411,0.9410599777030123
IL,no switch,crop introduction,user's accuracy,1331728,state,median,0.9888298376926666,0.9410599777030123
IL,no switch,crop introduction,producer's accuracy,1331728,state,median,0.9500739889639734,0.9410599777030123
IL,overall,crop discontinuation,user's accuracy,1354440,state,median,0.9888549242162786,0.9410599777030123
IL,overall,crop discontinuation,producer's accuracy,1354440,state,median,0.9522892402251483,0.9410599777030123
IL,overall,crop introduction,user's accuracy,1354440,state,median,0.9888298376926666,0.9410599777030123
IL,overall,crop introduction,producer's accuracy,1354440,state,median,0.9499087395315493,0.9410599777030123
MN,switch,crop discontinuation,user's accuracy,53466,state,mean,0.9284206501140563,0.941550946390983
MN,switch,crop discontinuation,producer's accuracy,53466,state,mean,0.8545599999250365,0.941550946390983
MN,switch,crop introduction,user's accuracy,51150,state,mean,0.9250806016643818,0.941550946390983
MN,switch,crop introduction,producer's accuracy,51150,state,mean,0.860104070789552,0.941550946390983
MN,no switch,crop discontinuation,user's accuracy,1163614,state,mean,0.9728543131789871,0.941550946390983
MN,no switch,crop discontinuation,producer's accuracy,1163614,state,mean,0.9586811063010109,0.941550946390983
MN,no switch,crop introduction,user's accuracy,1165930,state,mean,0.9722678262133689,0.941550946390983
MN,no switch,crop introduction,producer's accuracy,1165930,state,mean,0.957758984389941,0.941550946390983
MN,overall,crop discontinuation,user's accuracy,1217080,state,mean,0.933261544266975,0.941550946390983
MN,overall,crop discontinuation,producer's accuracy,1217080,state,mean,0.9229556412654403,0.941550946390983
MN,overall,crop introduction,user's accuracy,1217080,state,mean,0.9345551268953728,0.941550946390983
MN,overall,crop introduction,producer's accuracy,1217080,state,mean,0.9233868023867792,0.941550946390983
MN,switch,crop discontinuation,user's accuracy,53466,state,median,0.9383681298900569,0.941550946390983
MN,switch,crop discontinuation,producer's accuracy,53466,state,median,0.8955382166701585,0.941550946390983
MN,switch,crop introduction,user's accuracy,51150,state,median,0.9284349402505243,0.941550946390983
MN,switch,crop introduction,producer's accuracy,51150,state,median,0.8928374619407768,0.941550946390983
MN,no switch,crop discontinuation,user's accuracy,1163614,state,median,0.982877643741015,0.941550946390983
MN,no switch,crop discontinuation,producer's accuracy,1163614,state,median,0.9676241138378459,0.941550946390983
MN,no switch,crop introduction,user's accuracy,1165930,state,median,0.9827535521166922,0.941550946390983
MN,no switch,crop introduction,producer's accuracy,1165930,state,median,0.9676241138378459,0.941550946390983
MN,overall,crop discontinuation,user's accuracy,1217080,state,median,0.9814986509139144,0.941550946390983
MN,overall,crop discontinuation,producer's accuracy,1217080,state,median,0.967434324970037,0.941550946390983
MN,overall,crop introduction,user's accuracy,1217080,state,median,0.981449542128642,0.941550946390983
MN,overall,crop introduction,producer's accuracy,1217080,state,median,0.9668953556951807,0.941550946390983
IA,switch,crop discontinuation,user's accuracy,12560,state,mean,0.9002300400561853,0.9496722814040024
IA,switch,crop discontinuation,producer's accuracy,12560,state,mean,0.8693109934610183,0.9496722814040024
IA,switch,crop introduction,user's accuracy,16432,state,mean,0.9065168573530212,0.9496722814040024
IA,switch,crop introduction,producer's accuracy,16432,state,mean,0.877276069207822,0.9496722814040024
IA,no switch,crop discontinuation,user's accuracy,1417376,state,mean,0.9879476003839269,0.9496722814040024
IA,no switch,crop discontinuation,producer's accuracy,1417376,state,mean,0.9622737861885065,0.9496722814040024
IA,no switch,crop introduction,user's accuracy,1413504,state,mean,0.9873627708993605,0.9496722814040024
IA,no switch,crop introduction,producer's accuracy,1413504,state,mean,0.9615586211699113,0.9496722814040024
IA,overall,crop discontinuation,user's accuracy,1429936,state,mean,0.9801461944721123,0.9496722814040024
IA,overall,crop discontinuation,producer's accuracy,1429936,state,mean,0.9549694698887576,0.9496722814040024
IA,overall,crop introduction,user's accuracy,1429936,state,mean,0.977090821629295,0.9496722814040024
IA,overall,crop introduction,producer's accuracy,1429936,state,mean,0.9519192165865618,0.9496722814040024
IA,switch,crop discontinuation,user's accuracy,12560,state,median,0.9144927147507446,0.9496722814040024
IA,switch,crop discontinuation,producer's accuracy,12560,state,median,0.9128020859849892,0.9496722814040024
IA,switch,crop introduction,user's accuracy,16432,state,median,0.9146609038559628,0.9496722814040024
IA,switch,crop introduction,producer's accuracy,16432,state,median,0.9110469846744786,0.9496722814040024
IA,no switch,crop discontinuation,user's accuracy,1417376,state,median,0.9892254155196228,0.9496722814040024
IA,no switch,crop discontinuation,producer's accuracy,1417376,state,median,0.9664441684507283,0.9496722814040024
IA,no switch,crop introduction,user's accuracy,1413504,state,median,0.9892254155196228,0.9496722814040024
IA,no switch,crop introduction,producer's accuracy,1413504,state,median,0.9664441684507283,0.9496722814040024
IA,overall,crop discontinuation,user's accuracy,1429936,state,median,0.9892254155196228,0.9496722814040024
IA,overall,crop discontinuation,producer's accuracy,1429936,state,median,0.9664441684507283,0.9496722814040024
IA,overall,crop introduction,user's accuracy,1429936,state,median,0.9890767027716225,0.9496722814040024
IA,overall,crop introduction,producer's accuracy,1429936,state,median,0.9664441684507283,0.9496722814040024
