state,switch,mode,margin,n,level,stat,p,pm
Eastern Uplands,overall,crop discontinuation,producer's accuracy,98072,region,median,0.9036086515707988,0.8732258338196011
Eastern Uplands,overall,crop introduction,user's accuracy,98072,region,median,0.9421607839038827,0.8732258338196011
Eastern Uplands,overall,crop introduction,producer's accuracy,98072,region,median,0.9050958193482399,0.8732258338196011
CO,switch,crop discontinuation,user's accuracy,28194,state,mean,0.8359317311069695,0.8789014123933273
CO,switch,crop discontinuation,producer's accuracy,28194,state,mean,0.7809561917168159,0.8789014123933273
CO,switch,crop introduction,user's accuracy,36022,state,mean,0.8361821957413115,0.8789014123933273
CO,switch,crop introduction,producer's accuracy,36022,state,mean,0.7942450122988015,0.8789014123933273
CO,no switch,crop discontinuation,user's accuracy,357206,state,mean,0.9161649706343927,0.8789014123933273
CO,no switch,crop discontinuation,producer's accuracy,357206,state,mean,0.9176656024566245,0.8789014123933273
CO,no switch,crop introduction,user's accuracy,349378,state,mean,0.910467452120168,0.8789014123933273
CO,no switch,crop introduction,producer's accuracy,349378,state,mean,0.9113400354352503,0.8789014123933273
CO,overall,crop discontinuation,user's accuracy,385400,state,mean,0.8611452134758674,0.8789014123933273
CO,overall,crop discontinuation,producer's accuracy,385400,state,mean,0.8665578109025898,0.8789014123933273
CO,overall,crop introduction,user's accuracy,385400,state,mean,0.8406807016913513,0.8789014123933273
CO,overall,crop introduction,producer's accuracy,385400,state,mean,0.8453914506156445,0.8789014123933273
CO,switch,crop discontinuation,user's accuracy,28194,state,median,0.8593268393809546,0.8789014123933273
CO,switch,crop discontinuation,producer's accuracy,28194,state,median,0.8080411580201219,0.8789014123933273
CO,switch,crop introduction,user's accuracy,36022,state,median,0.8574302826254908,0.8789014123933273
CO,switch,crop introduction,producer's accuracy,36022,state,median,0.8221088181101026,0.8789014123933273
CO,no switch,crop discontinuation,user's accuracy,357206,state,median,0.9324402305650865,0.8789014123933273
CO,no switch,crop discontinuation,producer's accuracy,357206,state,median,0.9365616338700548,0.8789014123933273
CO,no switch,crop introduction,user's accuracy,349378,state,median,0.9260354364479368,0.8789014123933273
CO,no switch,crop introduction,producer's accuracy,349378,state,median,0.9343218645838671,0.8789014123933273
CO,overall,crop discontinuation,user's accuracy,385400,state,median,0.9245686571145183,0.8789014123933273
CO,overall,crop discontinuation,producer's accuracy,385400,state,median,0.9320760258214245,0.8789014123933273
CO,overall,crop introduction,user's accuracy,385400,state,median,0.9197305480135635,0.8789014123933273
CO,overall,crop introduction,producer's accuracy,385400,state,median,0.9242640346909476,0.8789014123933273
NH,switch,crop discontinuation,user's accuracy,2,state,mean,0.8734850792736861,0.8789894350273217
NH,switch,crop discontinuation,producer's accuracy,2,state,mean,0.7608700512222644,0.8789894350273217
NH,switch,crop introduction,user's accuracy,8,state,mean,0.8842725365273706,0.8789894350273217
NH,switch,crop introduction,producer's accuracy,8,state,mean,0.8351765356717686,0.8789894350273217
NH,no switch,crop discontinuation,user's accuracy,526,state,mean,0.9182658444778931,0.8789894350273217
NH,no switch,crop discontinuation,producer's accuracy,526,state,mean,0.8933452853659636,0.8789894350273217
NH,no switch,crop introduction,user's accuracy,520,state,mean,0.9165279757169241,0.8789894350273217
NH,no switch,crop introduction,producer's accuracy,520,state,mean,0.8905246090404189,0.8789894350273217
NH,overall,crop discontinuation,user's accuracy,528,state,mean,0.915266787948531,0.8789894350273217
NH,overall,crop discontinuation,producer's accuracy,528,state,mean,0.8908671969697961,0.8789894350273217
NH,overall,crop introduction,user's accuracy,528,state,mean,0.9043946346223136,0.8789894350273217
NH,overall,crop introduction,producer's accuracy,528,state,mean,0.8795291371508402,0.8789894350273217
NH,switch,crop discontinuation,user's accuracy,2,state,median,0.8734850792736861,0.8789894350273217
NH,switch,crop discontinuation,producer's accuracy,2,state,median,0.7608700512222644,0.8789894350273217
NH,switch,crop introduction,user's accuracy,8,state,median,0.8686347453723513,0.8789894350273217
NH,switch,crop introduction,producer's accuracy,8,state,median,0.8534172473353547,0.8789894350273217
NH,no switch,crop discontinuation,user's accuracy,526,state,median,0.9141634809333953,0.8789894350273217
NH,no switch,crop discontinuation,producer's accuracy,526,state,median,0.8823408374446489,0.8789894350273217
NH,no switch,crop introduction,user's accuracy,520,state,median,0.9138100322611076,0.8789894350273217
NH,no switch,crop introduction,producer's accuracy,520,state,median,0.8788644503606832,0.8789894350273217
NH,overall,crop discontinuation,user's accuracy,528,state,median,0.9141634809333953,0.8789894350273217
NH,overall,crop discontinuation,producer's accuracy,528,state,median,0.8823408374446489,0.8789894350273217
NH,overall,crop introduction,user's accuracy,528,state,median,0.9122660737257317,0.8789894350273217
NH,overall,crop introduction,producer's accuracy,528,state,median,0.8788644503606832,0.8789894350273217
Prairie Gateway,switch,crop discontinuation,user's accuracy,240541,region,mean,0.8226780065581413,0.8792774450896167
Prairie Gateway,switch,crop discontinuation,producer's accuracy,240541,region,mean,0.7737269729305006,0.8792774450896167
Prairie Gateway,switch,crop introduction,user's accuracy,272740,region,mean,0.838260594867552,0.8792774450896167
Prairie Gateway,switch,crop introduction,producer's accuracy,272740,region,mean,0.7930186294751506,0.8792774450896167
Prairie Gateway,no switch,crop discontinuation,user's accuracy,2958571,region,mean,0.9163043179520323,0.8792774450896167
Prairie Gateway,no switch,crop discontinuation,producer's accuracy,2958571,region,mean,0.9150779699251901,0.8792774450896167
Prairie Gateway,no switch,crop introduction,user's accuracy,2926372,region,mean,0.9148613843552621,0.8792774450896167
Prairie Gateway,no switch,crop introduction,producer's accuracy,2926372,region,mean,0.9120982357013829,0.8792774450896167
Prairie Gateway,overall,crop discontinuation,user's accuracy,3199112,region,mean,0.8607402903969537,0.8792774450896167
Prairie Gateway,overall,crop discontinuation,producer's accuracy,3199112,region,mean,0.8632867760690855,0.8792774450896167
Prairie Gateway,overall,crop introduction,user's accuracy,3199112,region,mean,0.8506540391253253,0.8792774450896167
Prairie Gateway,overall,crop introduction,producer's accuracy,3199112,region,mean,0.8519835620643696,0.8792774450896167
Prairie Gateway,switch,crop discontinuation,user's accuracy,240541,region,median,0.8472270644830651,0.8792774450896167
Prairie Gateway,switch,crop discontinuation,producer's accuracy,240541,region,median,0.8216313181362803,0.8792774450896167
Prairie Gateway,switch,crop introduction,user's accuracy,272740,region,median,0.8638184441894284,0.8792774450896167
Prairie Gateway,switch,crop introduction,producer's accuracy,272740,region,median,0.8392668076283709,0.8792774450896167
Prairie Gateway,no switch,crop discontinuation,user's accuracy,2958571,region,median,0.9314015702164531,0.8792774450896167
Prairie Gateway,no switch,crop discontinuation,producer's accuracy,2958571,region,median,0.9282556060774063,0.8792774450896167
Prairie Gateway,no switch,crop introduction,user's accuracy,2926372,region,median,0.9307485893934311,0.8792774450896167
Prairie Gateway,no switch,crop introduction,producer's accuracy,2926372,region,median,0.9274300742392839,0.8792774450896167
Prairie Gateway,overall,crop discontinuation,user's accuracy,3199112,region,median,0.927408169881343,0.8792774450896167
Prairie Gateway,overall,crop discontinuation,producer's accuracy,3199112,region,median,0.9246189038867252,0.8792774450896167
Prairie Gateway,overall,crop introduction,user's accuracy,3199112,region,median,0.9251847732721672,0.8792774450896167
Prairie Gateway,overall,crop introduction,producer's accuracy,3199112,region,median,0.9229765813258992,0.8792774450896167
ND,switch,crop discontinuation,user's accuracy,151312,state,mean,0.8878864894809841,0.8795059150643055
ND,switch,crop discontinuation,producer's accuracy,151312,state,mean,0.8091206282280909,0.8795059150643055
ND,switch,crop introduction,user's accuracy,149616,state,mean,0.9038673130241827,0.8795059150643055
ND,switch,crop introduction,producer's accuracy,149616,state,mean,0.8517512906687413,0.8795059150643055
ND,no switch,crop discontinuation,user's accuracy,953992,state,mean,0.89568364784361,0.8795059150643055
ND,no switch,crop discontinuation,producer's accuracy,953992,state,mean,0.8971137123083517,0.8795059150643055
ND,no switch,crop introduction,user's accuracy,955688,state,mean,0.900067462605205,0.8795059150643055
ND,no switch,crop introduction,producer's accuracy,955688,state,mean,0.9030956468130326,0.8795059150643055
ND,overall,crop discontinuation,user's accuracy,1105304,state,mean,0.7884158150855092,0.8795059150643055
ND,overall,crop discontinuation,producer's accuracy,1105304,state,mean,0.800432862030735,0.8795059150643055
ND,overall,crop introduction,user's accuracy,1105304,state,mean,0.7912453599162019,0.8795059150643055
ND,overall,crop introduction,producer's accuracy,1105304,state,mean,0.800918164963448,0.8795059150643055
ND,switch,crop discontinuation,user's accuracy,151312,state,median,0.9090418645598646,0.8795059150643055
ND,switch,crop discontinuation,producer's accuracy,151312,state,median,0.8523170810634436,0.8795059150643055
ND,switch,crop introduction,user's accuracy,149616,state,median,0.9296731905487604,0.8795059150643055
ND,switch,crop introduction,producer's accuracy,149616,state,median,0.9019546336334054,0.8795059150643055
ND,no switch,crop discontinuation,user's accuracy,953992,state,median,0.902762888341661,0.8795059150643055
ND,no switch,crop discontinuation,producer's accuracy,953992,state,median,0.923950086957196,0.8795059150643055
ND,no switch,crop introduction,user's accuracy,955688,state,median,0.9060631994919818,0.8795059150643055
ND,no switch,crop introduction,producer's accuracy,955688,state,median,0.9239717447351162,0.8795059150643055
ND,overall,crop discontinuation,user's accuracy,1105304,state,median,0.894857960909991,0.8795059150643055
ND,overall,crop discontinuation,producer's accuracy,1105304,state,median,0.9180125668107001,0.8795059150643055
ND,overall,crop introduction,user's accuracy,1105304,state,median,0.8976735460815973,0.8795059150643055
ND,overall,crop introduction,producer's accuracy,1105304,state,median,0.9182648054415219,0.8795059150643055
Basin and Range,switch,crop discontinuation,user's accuracy,40942,region,mean,0.8528154867149076,0.8799053800619023
Basin and Range,switch,crop discontinuation,producer's accuracy,40942,region,mean,0.802156188981321,0.8799053800619023
Basin and Range,switch,crop introduction,user's accuracy,47171,region,mean,0.8792224826594085,0.8799053800619023
Basin and Range,switch,crop introduction,producer's accuracy,47171,region,mean,0.840062704813514,0.8799053800619023
Basin and Range,no switch,crop discontinuation,user's accuracy,383938,region,mean,0.9029949194054757,0.8799053800619023
Basin and Range,no switch,crop discontinuation,producer's accuracy,383938,region,mean,0.8973327953827428,0.8799053800619023
Basin and Range,no switch,crop introduction,user's accuracy,377709,region,mean,0.9050107151255334,0.8799053800619023
Basin and Range,no switch,crop introduction,producer's accuracy,377709,region,mean,0.9002697648780738,0.8799053800619023
Basin and Range,overall,crop discontinuation,user's accuracy,424880,region,mean,0.8301640268066711,0.8799053800619023
Basin and Range,overall,crop discontinuation,producer's accuracy,424880,region,mean,0.8299291096412771,0.8799053800619023
Basin and Range,overall,crop introduction,user's accuracy,424880,region,mean,0.8179436275414731,0.8799053800619023
Basin and Range,overall,crop introduction,producer's accuracy,424880,region,mean,0.8180766211014271,0.8799053800619023
Basin and Range,switch,crop discontinuation,user's accuracy,40942,region,median,0.8724036184124723,0.8799053800619023
Basin and Range,switch,crop discontinuation,producer's accuracy,40942,region,median,0.8288531034026727,0.8799053800619023
Basin and Range,switch,crop introduction,user's accuracy,47171,region,median,0.8984335943242732,0.8799053800619023
Basin and Range,switch,crop introduction,producer's accuracy,47171,region,median,0.872011634839565,0.8799053800619023
Basin and Range,no switch,crop discontinuation,user's accuracy,383938,region,median,0.9269198538887693,0.8799053800619023
Basin and Range,no switch,crop discontinuation,producer's accuracy,383938,region,median,0.9292824132723734,0.8799053800619023
Basin and Range,no switch,crop introduction,user's accuracy,377709,region,median,0.9270781318473104,0.8799053800619023
Basin and Range,no switch,crop introduction,producer's accuracy,377709,region,median,0.9293027553336604,0.8799053800619023
Basin and Range,overall,crop discontinuation,user's accuracy,424880,region,median,0.912516560523698,0.8799053800619023
Basin and Range,overall,crop discontinuation,producer's accuracy,424880,region,median,0.9178430869224751,0.8799053800619023
Basin and Range,overall,crop introduction,user's accuracy,424880,region,median,0.9102231788149948,0.8799053800619023
Basin and Range,overall,crop introduction,producer's accuracy,424880,region,median,0.9168827468515658,0.8799053800619023
Northern Great Plains,switch,crop discontinuation,user's accuracy,288213,region,mean,0.8812978937167353,0.880572958627558
Northern Great Plains,switch,crop discontinuation,producer's accuracy,288213,region,mean,0.8153071107855311,0.880572958627558
Northern Great Plains,switch,crop introduction,user's accuracy,335127,region,mean,0.8898650147793349,0.880572958627558
Northern Great Plains,switch,crop introduction,producer's accuracy,335127,region,mean,0.8369492004718045,0.880572958627558
Northern Great Plains,no switch,crop discontinuation,user's accuracy,2231571,region,mean,0.9035699189160875,0.880572958627558
Northern Great Plains,no switch,crop discontinuation,producer's accuracy,2231571,region,mean,0.9022932743656349,0.880572958627558
Northern Great Plains,no switch,crop introduction,user's accuracy,2184657,region,mean,0.9040647336229755,0.880572958627558
Northern Great Plains,no switch,crop introduction,producer's accuracy,2184657,region,mean,0.9054082052498652,0.880572958627558
Northern Great Plains,overall,crop discontinuation,user's accuracy,2519784,region,mean,0.8137967054651166,0.880572958627558
Northern Great Plains,overall,crop discontinuation,producer's accuracy,2519784,region,mean,0.8202141121018969,0.880572958627558
Northern Great Plains,overall,crop introduction,user's accuracy,2519784,region,mean,0.7984734231007926,0.880572958627558
Northern Great Plains,overall,crop introduction,producer's accuracy,2519784,region,mean,0.8066759288693157,0.880572958627558
Northern Great Plains,switch,crop discontinuation,user's accuracy,288213,region,median,0.8990133390845433,0.880572958627558
Northern Great Plains,switch,crop discontinuation,producer's accuracy,288213,region,median,0.8514256741931348,0.880572958627558
Northern Great Plains,switch,crop introduction,user's accuracy,335127,region,median,0.9082589308412362,0.880572958627558
Northern Great Plains,switch,crop introduction,producer's accuracy,335127,region,median,0.8688988461125806,0.880572958627558
Northern Great Plains,no switch,crop discontinuation,user's accuracy,2231571,region,median,0.9165713687208609,0.880572958627558
Northern Great Plains,no switch,crop discontinuation,producer's accuracy,2231571,region,median,0.9254018193778211,0.880572958627558
Northern Great Plains,no switch,crop introduction,user's accuracy,2184657,region,median,0.9199248618738596,0.880572958627558
Northern Great Plains,no switch,crop introduction,producer's accuracy,2184657,region,median,0.9264805738538464,0.880572958627558
Northern Great Plains,overall,crop discontinuation,user's accuracy,2519784,region,median,0.9003816583653645,0.880572958627558
Northern Great Plains,overall,crop discontinuation,producer's accuracy,2519784,region,median,0.9187838211587527,0.880572958627558
Northern Great Plains,overall,crop introduction,user's accuracy,2519784,region,median,0.9017830864625374,0.880572958627558
Northern Great Plains,overall,crop introduction,producer's accuracy,2519784,region,median,0.9189115055717649,0.880572958627558
NV,switch,crop discontinuation,user's accuracy,804,state,mean,0.82067816655552706,0.881389624963512
NV,switch,crop discontinuation,producer's accuracy,804,state,mean,0.698938467222905,0.881389624963512
NV,switch,crop introduction,user's accuracy,767,state,mean,0.8471882762042303,0.881389624963512
NV,switch,crop introduction,producer's accuracy,767,state,mean,0.737610528088963,0.881389624963512
NV,no switch,crop discontinuation,user's accuracy,9836,state,mean,0.918559886609216,0.881389624963512
NV,no switch,crop discontinuation,producer's accuracy,9836,state,mean,0.9397231856279322,0.881389624963512
NV,no switch,crop introduction,user's accuracy,9873,state,mean,0.9183080261327607,0.881389624963512
NV,no switch,crop introduction,producer's accuracy,9873,state,mean,0.9398956468101064,0.881389624963512
NV,overall,crop discontinuation,user's accuracy,10640,state,mean,0.8627001690580455,0.881389624963512
NV,overall,crop discontinuation,producer's accuracy,10640,state,mean,0.8914634141155192,0.881389624963512
NV,overall,crop introduction,user's accuracy,10640,state,mean,0.863126102834596,0.881389624963512
NV,overall,crop introduction,producer's accuracy,10640,state,mean,0.8910566208563858,0.881389624963512
NV,switch,crop discontinuation,user's accuracy,804,state,median,0.8726129314706274,0.881389624963512
NV,switch,crop discontinuation,producer's accuracy,804,state,median,0.768850936813719,0.881389624963512
NV,switch,crop introduction,user's accuracy,767,state,median,0.8758911090157907,0.881389624963512
NV,switch,crop introduction,producer's accuracy,767,state,median,0.7769714921161134,0.881389624963512
NV,no switch,crop discontinuation,user's accuracy,9836,state,median,0.9290427141490389,0.881389624963512
NV,no switch,crop discontinuation,producer's accuracy,9836,state,median,0.9569840442227332,0.881389624963512
NV,no switch,crop introduction,user's accuracy,9873,state,median,0.9281826374029284,0.881389624963512
NV,no switch,crop introduction,producer's accuracy,9873,state,median,0.9565946884155796,0.881389624963512
NV,overall,crop discontinuation,user's accuracy,10640,state,median,0.9246634603952826,0.881389624963512
NV,overall,crop discontinuation,producer's accuracy,10640,state,median,0.9551786289584389,0.881389624963512
NV,overall,crop introduction,user's accuracy,10640,state,median,0.9247750992982042,0.881389624963512
NV,overall,crop introduction,producer's accuracy,10640,state,median,0.9543547667496464,0.881389624963512
Fruitful Rim,switch,crop discontinuation,user's accuracy,125332,region,mean,0.8606330659688737,0.8821355358447125
Fruitful Rim,switch,crop discontinuation,producer's accuracy,125332,region,mean,0.8291114138025302,0.8821355358447125
Fruitful Rim,switch,crop introduction,user's accuracy,105743,region,mean,0.8619708819147376,0.8821355358447125
Fruitful Rim,switch,crop introduction,producer's accuracy,105743,region,mean,0.8377762680600324,0.8821355358447125
Fruitful Rim,no switch,crop discontinuation,user's accuracy,906948,region,mean,0.9026701178281188,0.8821355358447125
Fruitful Rim,no switch,crop discontinuation,producer's accuracy,906948,region,mean,0.8988030443834979,0.8821355358447125
Fruitful Rim,no switch,crop introduction,user's accuracy,926537,region,mean,0.9034655122435087,0.8821355358447125
Fruitful Rim,no switch,crop introduction,producer's accuracy,926537,region,mean,0.9006124033573086,0.8821355358447125
Fruitful Rim,overall,crop discontinuation,user's accuracy,1032280,region,mean,0.8099953448676399,0.8821355358447125
Fruitful Rim,overall,crop discontinuation,producer's accuracy,1032280,region,mean,0.8104249155101582,0.8821355358447125
Fruitful Rim,overall,crop introduction,user's accuracy,1032280,region,mean,0.825056998441559,0.8821355358447125
Fruitful Rim,overall,crop introduction,producer's accuracy,1032280,region,mean,0.8249745596698534,0.8821355358447125
Fruitful Rim,switch,crop discontinuation,user's accuracy,125332,region,median,0.902844259291326,0.8821355358447125
Fruitful Rim,switch,crop discontinuation,producer's accuracy,125332,region,median,0.8760872793033081,0.8821355358447125
Fruitful Rim,switch,crop introduction,user's accuracy,105743,region,median,0.898385678430193,0.8821355358447125
Fruitful Rim,switch,crop introduction,producer's accuracy,105743,region,median,0.8772396225197802,0.8821355358447125
Fruitful Rim,no switch,crop discontinuation,user's accuracy,906948,region,median,0.9240691296978347,0.8821355358447125
Fruitful Rim,no switch,crop discontinuation,producer's accuracy,906948,region,median,0.923218567221375,0.8821355358447125
Fruitful Rim,no switch,crop introduction,user's accuracy,926537,region,median,0.924326946160543,0.8821355358447125
Fruitful Rim,no switch,crop introduction,producer's accuracy,926537,region,median,0.92357029483797215,0.8821355358447125
Fruitful Rim,overall,crop discontinuation,user's accuracy,1032280,region,median,0.9117027375389272,0.8821355358447125
Fruitful Rim,overall,crop discontinuation,producer's accuracy,1032280,region,median,0.9139317207187788,0.8821355358447125
Fruitful Rim,overall,crop introduction,user's accuracy,1032280,region,median,0.9140889156355867,0.8821355358447125
Fruitful Rim,overall,crop introduction,producer's accuracy,1032280,region,median,0.9162931828696569,0.8821355358447125
ID,switch,crop discontinuation,user's accuracy,35839,state,mean,0.8821127054790688,0.8831007571166585
ID,switch,crop discontinuation,producer's accuracy,35839,state,mean,0.8642360958587993,0.8831007571166585
ID,switch,crop introduction,user's accuracy,36456,state,mean,0.8975316673547064,0.8831007571166585
ID,switch,crop introduction,producer's accuracy,36456,state,mean,0.8791150554211244,0.8831007571166585
ID,no switch,crop discontinuation,user's accuracy,204761,state,mean,0.9060009188053686,0.8831007571166585
ID,no switch,crop discontinuation,producer's accuracy,204761,state,mean,0.8972901159058158,0.8831007571166585
ID,no switch,crop introduction,user's accuracy,204144,state,mean,0.9080959868024047,0.8831007571166585
ID,no switch,crop introduction,producer's accuracy,204144,state,mean,0.9000055280489149,0.8831007571166585
ID,overall,crop discontinuation,user's accuracy,240600,state,mean,0.7886060552113123,0.8831007571166585
ID,overall,crop discontinuation,producer's accuracy,240600,state,mean,0.7838556275291239,0.8831007571166585
ID,overall,crop introduction,user's accuracy,240600,state,mean,0.7860263203021897,0.8831007571166585
ID,overall,crop introduction,producer's accuracy,240600,state,mean,0.7819522446283667,0.8831007571166585
ID,switch,crop discontinuation,user's accuracy,35839,state,median,0.908391338991134,0.8831007571166585
ID,switch,crop discontinuation,producer's accuracy,35839,state,median,0.8958335157041597,0.8831007571166585
ID,switch,crop introduction,user's accuracy,36456,state,median,0.9236737454462054,0.8831007571166585
ID,switch,crop introduction,producer's accuracy,36456,state,median,0.9142936754713662,0.8831007571166585
ID,no switch,crop discontinuation,user's accuracy,204761,state,median,0.9113853622992418,0.8831007571166585
ID,no switch,crop discontinuation,producer's accuracy,204761,state,median,0.9143216230633822,0.8831007571166585
ID,no switch,crop introduction,user's accuracy,204144,state,median,0.9123224347906662,0.8831007571166585
ID,no switch,crop introduction,producer's accuracy,204144,state,median,0.9150766249622233,0.8831007571166585
ID,overall,crop discontinuation,user's accuracy,240600,state,median,0.9027836377579275,0.8831007571166585
ID,overall,crop discontinuation,producer's accuracy,240600,state,median,0.9080076399887078,0.8831007571166585
ID,overall,crop introduction,user's accuracy,240600,state,median,0.9036273616892292,0.8831007571166585
ID,overall,crop introduction,producer's accuracy,240600,state,median,0.9098728892883636,0.8831007571166585
TN,switch,crop discontinuation,user's accuracy,12379,state,mean,0.829184814587721,0.8859206577505094
TN,switch,crop discontinuation,producer's accuracy,12379,state,mean,0.780485594599772,0.8859206577505094
TN,switch,crop introduction,user's accuracy,8525,state,mean,0.8310986123969314,0.8859206577505094
TN,switch,crop introduction,producer's accuracy,8525,state,mean,0.8060391336764606,0.8859206577505094
TN,no switch,crop discontinuation,user's accuracy,113413,state,mean,0.9451507403363569,0.8859206577505094
TN,no switch,crop discontinuation,producer's accuracy,113413,state,mean,0.9123997647683818,0.8859206577505094
TN,no switch,crop introduction,user's accuracy,117267,state,mean,0.9466525713534208,0.8859206577505094
TN,no switch,crop introduction,producer's accuracy,117267,state,mean,0.9135704249920724,0.8859206577505094
TN,overall,crop discontinuation,user's accuracy,125792,state,mean,0.8689495523879569,0.8859206577505094
TN,overall,crop discontinuation,producer's accuracy,125792,state,mean,0.8442139670736312,0.8859206577505094
TN,overall,crop introduction,user's accuracy,125792,state,mean,0.8939439027459436,0.8859206577505094
TN,overall,crop introduction,producer's accuracy,125792,state,mean,0.8648020495178835,0.8859206577505094
TN,switch,crop discontinuation,user's accuracy,12379,state,median,0.8521668888682555,0.8859206577505094
TN,switch,crop discontinuation,producer's accuracy,12379,state,median,0.8372880509446499,0.8859206577505094
TN,switch,crop introduction,user's accuracy,8525,state,median,0.853035621515471,0.8859206577505094
TN,switch,crop introduction,producer's accuracy,8525,state,median,0.8525329305005543,0.8859206577505094
TN,no switch,crop discontinuation,user's accuracy,113413,state,median,0.9494679855614778,0.8859206577505094
TN,no switch,crop discontinuation,producer's accuracy,113413,state,median,0.9103449363380964,0.8859206577505094
TN,no switch,crop introduction,user's accuracy,117267,state,median,0.9501555881531091,0.8859206577505094
TN,no switch,crop introduction,producer's accuracy,117267,state,median,0.9112661788520331,0.8859206577505094
TN,overall,crop discontinuation,user's accuracy,125792,state,median,0.945361149452907,0.8859206577505094
TN,overall,crop discontinuation,producer's accuracy,125792,state,median,0.9072308077745594,0.8859206577505094
TN,overall,crop introduction,user's accuracy,125792,state,median,0.9482850347555201,0.8859206577505094
TN,overall,crop introduction,producer's accuracy,125792,state,median,0.90846948485906,0.8859206577505094
AZ,switch,crop discontinuation,user's accuracy,6820,state,mean,0.8462040475936379,0.8905318757807793
AZ,switch,crop discontinuation,producer's accuracy,6820,state,mean,0.7919269107223648,0.8905318757807793
AZ,switch,crop introduction,user's accuracy,5979,state,mean,0.8810422687068058,0.8905318757807793
AZ,switch,crop introduction,producer's accuracy,5979,state,mean,0.8413491075130588,0.8905318757807793
AZ,no switch,crop discontinuation,user's accuracy,36028,state,mean,0.9162562091915973,0.8905318757807793
AZ,no switch,crop discontinuation,producer's accuracy,36028,state,mean,0.9272220408131469,0.8905318757807793
AZ,no switch,crop introduction,user's accuracy,36869,state,mean,0.92045733691787,0.8905318757807793
AZ,no switch,crop introduction,producer's accuracy,36869,state,mean,0.930913518776217,0.8905318757807793
AZ,overall,crop discontinuation,user's accuracy,42848,state,mean,0.7948974771323339,0.8905318757807793
AZ,overall,crop discontinuation,producer's accuracy,42848,state,mean,0.8127570517944718,0.8905318757807793
AZ,overall,crop introduction,user's accuracy,42848,state,mean,0.8086162675090309,0.8905318757807793
AZ,overall,crop introduction,producer's accuracy,42848,state,mean,0.8231521706950096,0.8905318757807793
AZ,switch,crop discontinuation,user's accuracy,6820,state,median,0.9182636958044376,0.8905318757807793
AZ,switch,crop discontinuation,producer's accuracy,6820,state,median,0.8661102148166128,0.8905318757807793
AZ,switch,crop introduction,user's accuracy,5979,state,median,0.9220626705864496,0.8905318757807793
AZ,switch,crop introduction,producer's accuracy,5979,state,median,0.8875028902809727,0.8905318757807793
AZ,no switch,crop discontinuation,user's accuracy,36028,state,median,0.9399009844319167,0.8905318757807793
AZ,no switch,crop discontinuation,producer's accuracy,36028,state,median,0.9403588538499195,0.8905318757807793
AZ,no switch,crop introduction,user's accuracy,36869,state,median,0.9393702222612874,0.8905318757807793
AZ,no switch,crop introduction,producer's accuracy,36869,state,median,0.9414722768160201,0.8905318757807793
AZ,overall,crop discontinuation,user's accuracy,42848,state,median,0.9271743518950114,0.8905318757807793
AZ,overall,crop discontinuation,producer's accuracy,42848,state,median,0.9332924667389175,0.8905318757807793
AZ,overall,crop introduction,user's accuracy,42848,state,median,0.9284633101817193,0.8905318757807793
AZ,overall,crop introduction,producer's accuracy,42848,state,median,0.9339986737098934,0.8905318757807793
WI,switch,crop discontinuation,user's accuracy,28990,state,mean,0.866800354829325,0.8911400146668034
WI,switch,crop discontinuation,producer's accuracy,28990,state,mean,0.8096206866552931,0.8911400146668034
WI,switch,crop introduction,user's accuracy,27555,state,mean,0.8580628810529659,0.8911400146668034
WI,switch,crop introduction,producer's accuracy,27555,state,mean,0.8142220424393454,0.8911400146668034
WI,no switch,crop discontinuation,user's accuracy,332666,state,mean,0.9362062274762608,0.8911400146668034
WI,no switch,crop discontinuation,producer's accuracy,332666,state,mean,0.9052385474258927,0.8911400146668034
WI,no switch,crop introduction,user's accuracy,334101,state,mean,0.9348073402953936,0.8911400146668034
WI,no switch,crop introduction,producer's accuracy,334101,state,mean,0.9042280409877167,0.8911400146668034
WI,overall,crop discontinuation,user's accuracy,361656,state,mean,0.8718379857740944,0.8911400146668034
WI,overall,crop discontinuation,producer's accuracy,361656,state,mean,0.8479361130794003,0.8911400146668034
WI,overall,crop introduction,user's accuracy,361656,state,mean,0.8743976168309581,0.8911400146668034
WI,overall,crop introduction,producer's accuracy,361656,state,mean,0.8494884761835009,0.8911400146668034
WI,switch,crop discontinuation,user's accuracy,28990,state,median,0.8699140848041736,0.8911400146668034
WI,switch,crop discontinuation,producer's accuracy,28990,state,median,0.8447067842869052,0.8911400146668034
WI,switch,crop introduction,user's accuracy,27555,state,median,0.858898906389419,0.8911400146668034
WI,switch,crop introduction,producer's accuracy,27555,state,median,0.8405223796348353,0.8911400146668034
WI,no switch,crop discontinuation,user's accuracy,332666,state,median,0.9564496828663145,0.8911400146668034
WI,no switch,crop discontinuation,producer's accuracy,332666,state,median,0.9216774295720451,0.8911400146668034
WI,no switch,crop introduction,user's accuracy,334101,state,median,0.9563887784592486,0.8911400146668034
WI,no switch,crop introduction,producer's accuracy,334101,state,median,0.9212357064421296,0.8911400146668034
WI,overall,crop discontinuation,user's accuracy,361656,state,median,0.9540450960079498,0.8911400146668034
WI,overall,crop discontinuation,producer's accuracy,361656,state,median,0.919875181531999,0.8911400146668034
WI,overall,crop introduction,user's accuracy,361656,state,median,0.9540390576539545,0.8911400146668034
